도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
봉곡평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,38,16041,9,0,5,14,경상남도 창원시 의창구 창이대로165번길 7,경남정보사회연구소,055-265-6086,679,400,http://www.kisingo.or.kr,35.24470896,128.655278,2024-12-05,5670000,경상남도 창원시
명서2평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:00,00:00,00:00,30,16224,5,0,3,14,경상남도 창원시 의창구 우곡로 101번길 28,명곡동주민자치위원회,055-273-9766,728,362,,35.243378,128.641731,2024-12-05,5670000,경상남도 창원시
명서1평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:00,00:00,00:00,30,15000,608,0,3,14,경상남도 창원시 의창구 명지로122번길 20,명곡동새마을협의회,055-273-9765,1048,411,,35.245727,128.6490918,2024-12-05,5670000,경상남도 창원시
명곡평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:00,00:00,00:00,20,13911,5,65,3,14,"경상남도 창원시 의창구 태복산로15번길 8, 명곡동행정복지센터 3층",명곡동주민자치위원회,055-273-8019,309,181,,35.25394074,128.6399252,2024-12-05,5670000,경상남도 창원시
팔룡평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,15:00,00:00,00:00,13,12311,5,0,3,14,경상남도 창원시 의창구 팔용로 447,팔룡동주민자치위원회,055-255-6536,456,1062,http://cafe.daum.net/Palyong1996,35.256423,128.6135942,2024-12-05,5670000,경상남도 창원시
대원평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:30,15:00,00:00,00:00,33,16210,15,0,3,14,경상남도 창원시 의창구 대원로93번길 2(대원동),팔룡동주민자치위원회,055-273-5134,362,823,,35.235035,128.651015,2024-12-05,5670000,경상남도 창원시
천주평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:00,00:00,00:00,30,14247,8,256,3,14,경상남도 창원시 의창구 천주로56번길14,의창동주민자치위원회,055-299-3407,155,1331,,35.26623802,128.6171284,2024-12-05,5670000,경상남도 창원시
의창평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:00,00:00,00:00,34,16480,13,0,3,15,경상남도 창원시 의창구 읍성로25,의창동주민자치위원회,055-296-5604,747,370,http://blog.naver.com/uichang5604,35.26535133,128.6208171,2024-12-05,5670000,경상남도 창원시
소계평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:00,00:00,00:00,14,15067,171,0,2,14,경상남도 창원시 의창구 소계로84번길 7 (민원센터 2층),의창동주민자치위원회,055-297-3452,,,,35.257276,128.5999828,2024-12-05,5670000,경상남도 창원시
대산평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,14:00,00:00,00:00,82,13306,6,164,3,14,"경상남도 창원시 의창구 대산면 주남로 577, 2층",대산면주민자치위원회,055-291-6457,636,,,35.3353536,128.7082726,2024-12-05,5670000,경상남도 창원시
동읍평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,16:30,00:00,00:00,30,18528,4,54,3,14,경상남도 창원시 의창구 동읍 동읍로 88,동읍주민자치위원회,055-253-7841,,,,35.28436931,128.6827261,2024-12-05,5670000,경상남도 창원시
동부도서관,경상남도,창원시,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,467,153513,163,6426,5,14,경상남도 창원시 진해구 용재로 66(용원동),경상남도 창원시청,055-225-7531,14793,3622,https://lib.changwon.go.kr/db,35.100007,128.817141,2024-12-05,5670000,경상남도 창원시
진해도서관,경상남도,창원시,공공도서관,월+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,431,202132,148,7820,5,14,경상남도 창원시 진해구 충장로 141(여좌동),경상남도 창원시청,055-225-7511,1882,4440,https://lib.changwon.go.kr/jh,35.152457,128.6675064,2024-12-05,5670000,경상남도 창원시
U대회선수촌2단지 도서관,대구광역시,북구,작은도서관,토+일+법정공휴일,14:00,20:00,00:00,00:00,00:00,00:00,42,11156,1,60,6,7,"대구광역시 북구 동변로 24(동변동,유니버시아드선수촌)",,053-955-5029,,132,,35.91623274,128.6025411,2025-07-31,3450000,대구광역시 북구
LH도남 책나무 도서고나,대구광역시,북구,작은도서관,토+일+법정공휴일,09:00,17:00,00:00,00:00,00:00,00:00,24,1736,2,0,3,14,"대구광역시 북구 도남중앙로22길 10(도남동, 대구도남 LH2단지)",,053-327-2422,,173,,35.95998883,128.5902437,2025-07-31,3450000,대구광역시 북구
희망 Library Center,경기도,의정부시,작은도서관,매주토요일+매주일요일+법정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,17,3352,0,0,10,21,경기도 의정부시 평화로 525 (의정부동),경기도 의정부시청 도서관과,031-836-9721,,44,http://www.uilib.go.kr,37.7379902,127.0458784,2025-06-30,3820000,경기도 의정부시
흥선동 작은도서관,경기도,의정부시,작은도서관,매주토요일+매주일요일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,26,9160,0,0,10,21,경기도 의정부시 흥선로 20 (가능동),경기도 의정부시청 도서관과,031-870-6880,2064,82.11,http://www.uilib.go.kr,37.7462636,127.0306468,2025-06-30,3820000,경기도 의정부시
호원1동 작은도서관,경기도,의정부시,작은도서관,매주토요일+매주일요일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,24,8699,0,3,10,21,경기도 의정부시 평화로230번길 12-9 (호원동),경기도 의정부시청 도서관과,031-870-7359,1250,55.4,http://www.uilib.go.kr,37.7119919,127.048759,2025-06-30,3820000,경기도 의정부시
쌍문2동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",14:00,17:00,00:00,00:00,00:00,00:00,12,17619,0,1,5,14,서울특별시 도봉구 도봉구 방학로3길 117,,02-2091-5901,1449,71,,37.6580211,127.0387508,2018-05-01,3090000,서울특별시 도봉구
쌍문1동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",10:00,17:00,00:00,00:00,00:00,00:00,6,14542,0,0,5,14,서울특별시 도봉구 도봉구 노해로 147,,02-2091-5900,59,90,,37.6479992,127.0260364,2018-05-01,3090000,서울특별시 도봉구
도봉2동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",14:00,17:00,00:00,00:00,00:00,00:00,12,14165,0,22,5,14,서울특별시 도봉구 도봉구 마들로 668,,02-2091-5913,656,53,,37.6696229,127.0465415,2018-05-01,3090000,서울특별시 도봉구
도봉1동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",10:00,17:00,00:00,00:00,00:00,00:00,2,15170,0,0,5,14,서울특별시 도봉구 도봉구 도봉로169 나길 22,,02-2091-5912,722,83,,37.6786704,127.0433569,2018-05-01,3090000,서울특별시 도봉구
방학3동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주월, 일요일",10:00,17:00,10:00,13:00,00:00,00:00,26,24288,0,1,5,14,서울특별시 도봉구 도봉구 해등로32길 80,,02-2091-5906,144,269,,37.659890,127.023820,2018-05-01,3090000,서울특별시 도봉구
방학2동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",10:00,17:00,00:00,00:00,00:00,00:00,6,14296,0,2,5,14,서울특별시 도봉구 도봉구 시루봉로 226,,02-2091-5905,218,60,,37.668177,127.0350425,2018-05-01,3090000,서울특별시 도봉구
방학1동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",10:00,17:00,00:00,00:00,00:00,00:00,13,13315,0,13,5,14,서울특별시 도봉구 도봉구 방학로2길 27,,02-2091-5904,645,105,,37.6641869,127.0406367,2018-05-01,3090000,서울특별시 도봉구
무수골 도서관,서울특별시,서울특별시 도봉구,어린이도서관,매주월요일,09:00,18:00,09:00,17:00,09:00,17:00,12,30899,0,949,5,14,서울특별시 도봉구 도봉구 도봉로175길 10,,02-3492-0078,1023,356,http://www.unilib.dobong.kr/,37.6829589,127.0428608,2018-05-01,3090000,서울특별시 도봉구
창동영유아플라자,서울특별시,서울특별시 도봉구,공공도서관,매주월요일,09:30,17:30,00:00,00:00,10:00,15:00,0,4564,0,1138,5,14,서울특별시 도봉구 도봉구 우이천로4길 24-5 (창동),,02-994-3372,1190,46,http://www.doccic.go.kr/youngua/,37.633510,127.041100,2018-05-01,3090000,서울특별시 도봉구
방학동영유아플라자,서울특별시,서울특별시 도봉구,공공도서관,매주일요일,09:30,17:30,10:00,15:00,00:00,00:00,0,13343,0,2574,5,14,서울특별시 도봉구 도봉구 방학로 12길 28 (방학동),,02-3494-3557,2173,103,http://www.doccic.go.kr/youngua/,37.663230,127.0303300,2018-05-01,3090000,서울특별시 도봉구
학마을도서관 (어린이 자료실),서울특별시,서울특별시 도봉구,공공도서관,매주월요일,09:00,18:00,09:00,17:00,09:00,17:00,0,21390,0,0,5,14,서울특별시 도봉구 도봉구 시루봉로 128,,02-955-0655,1320,1781,http://www.unilib.dobong.kr/,37.662110,127.0278200,2018-05-01,3090000,서울특별시 도봉구
성북어린이청소년도서관,서울특별시,성북구,공공도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,218,18649,0,0,5,14,서울특별시 성북구 삼선교로16길 59(삼선동),성북문화재단,02-6952-2045,478.1,989.13,https://www.sblib.seoul.kr/scylib/index.do,37.586073,127.011042,2025-08-01,3070000,서울특별시 성북구
보문숲길도서관,서울특별시,성북구,공공도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,80,14364,19,0,5,14,서울특별시 성북구 보문사길 20(보문동),성북문화재단,02-6953-0279,489.7,489.7,https://www.sblib.seoul.kr/bmlib/index.do,37.5849221305,127.016110,2025-08-01,3070000,서울특별시 성북구
오동숲속도서관,서울특별시,성북구,작은도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,60,8034,0,0,5,14,서울특별시 성북구 화랑로13가길 110-10 (하월곡동),성북문화재단,02-6952-1806,997,431,http://www.sblib.seoul.kr/odlib,37.60985361,127.0408642,2025-08-01,3070000,서울특별시 성북구
글빛도서관,서울특별시,성북구,공공도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,194,21426,19,0,5,14,서울특별시 성북구 길음로7길 20,성북문화재단,02-6956-0559,4143.5,923.67,https://www.sblib.seoul.kr/sblib/,37.60375093,127.0224649,2025-08-01,3070000,서울특별시 성북구
성북길빛도서관,서울특별시,성북구,공공도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,21:00,09:00,18:00,09:00,18:00,250,34535,33,1505,5,14,서울특별시 성북구 숭인로8길 52,성북문화재단,02-6949-0031,5207.4,1409.02,https://www.sblib.seoul.kr/sblib/,37.60976006,127.0265398,2025-08-01,3070000,서울특별시 성북구
장위행복누림도서관,서울특별시,성북구,공공도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,60,15539,16,0,5,14,서울특별시 성북구 장위로21다길 53,성북문화재단,02-6906-9390,398,398,https://www.sblib.seoul.kr/sblib/,37.61589067,127.045836,2025-08-01,3070000,서울특별시 성북구
아리랑어린이도서관,서울특별시,성북구,공공도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,110,35987,18,1390,5,14,서울특별시 성북구 아리랑로 75,성북문화재단,02-6906-9361,693,693,https://www.sblib.seoul.kr/sblib/,37.59883044,127.0136249,2025-08-01,3070000,서울특별시 성북구
월곡꿈그림도서관,서울특별시,성북구,작은도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,66,19741,10,61,5,14,서울특별시 성북구 화랑로13길 17,성북문화재단,02-6549-1553,340,340,https://www.sblib.seoul.kr/sblib/,37.60477971,127.041073,2025-08-01,3070000,서울특별시 성북구
청수도서관,서울특별시,성북구,공공도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,95,41194,18,1121,5,14,서울특별시 성북구 보국문로16가길 20,성북문화재단,02-2038-4423,423,462,https://www.sblib.seoul.kr/sblib/,37.61174732,127.0107732,2025-08-01,3070000,서울특별시 성북구
정릉도서관,서울특별시,성북구,작은도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,53,35403,27,1130,5,14,서울특별시 성북구 정릉로 242,성북문화재단,02-2038-9928,565,283,https://www.sblib.seoul.kr/sblib/,37.60474125,127.0105819,2025-08-01,3070000,서울특별시 성북구
달빛마루도서관,서울특별시,성북구,공공도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,130,58477,25,1579,5,14,서울특별시 성북구 종암로 167,성북문화재단,02-911-0993,13927,829,https://www.sblib.seoul.kr/sblib/,37.6050584,127.0309893,2025-08-01,3070000,서울특별시 성북구
석관동미리내도서관,서울특별시,성북구,공공도서관,"월요일+일요일을제외한법정공휴일(단,일요일이공휴일인경우휴관)+근로자의날+성북문화재단창립기념일(매년 9월 1일)",09:00,18:00,09:00,18:00,09:00,18:00,87,36464,25,1019,5,14,서울특별시 성북구 한천로66길 203,성북문화재단,02-960-5067,433,542,https://www.sblib.seoul.kr/mrlib/,37.61347215,127.0654922,2025-08-01,3070000,서울특별시 성북구
중리초등복합시설도서관,경상남도,창원시,공공도서관,일+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,130,112356,39,0,5,14,경상남도 창원시 마산회원구 내서읍 호계안길 22,경상남도 창원시청,055-225-7492,2334,1058,https://lib.changwon.go.kr/jr,35.25598878,128.5200577,2024-12-05,5670000,경상남도 창원시
내서도서관,경상남도,창원시,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,222,130629,90,4023,5,14,경상남도 창원시 마산회원구 내서읍 삼풍로 79,경상남도 창원시청,055-225-7481,1702,1054,https://lib.changwon.go.kr/ns,35.232707,128.501223,2024-12-05,5670000,경상남도 창원시
마산회원도서관,경상남도,창원시,공공도서관,월+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,316,197446,206,6739,5,14,경상남도 창원시 마산회원구 3·15대로 558,경상남도 창원시청,055-225-7471,5173,2130,https://lib.changwon.go.kr/hw,35.224594,128.573538,2024-12-05,5670000,경상남도 창원시
마산합포도서관,경상남도,창원시,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,616,215782,149,8579,5,14,경상남도 창원시 마산합포구 월영동16길 22(해운동),경상남도 창원시청,055-225-7441,6840,7324,https://lib.changwon.go.kr/hp,35.18329531,128.5626645,2024-12-05,5670000,경상남도 창원시
명곡도서관,경상남도,창원시,공공도서관,월+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,595,105903,85,3036,5,14,경상남도 창원시 의창구 서곡길 21 (명서동),경상남도 창원시청,055-225-7321,2334,4266,https://lib.changwon.go.kr/mg,35.253149,128.6486524,2024-12-05,5670000,경상남도 창원시
고향의봄도서관,경상남도,창원시,공공도서관,월+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,414,170417,115,7744,5,14,경상남도 창원시 의창구 평산로 135번길 32 (서상동),경상남도 창원시청,055-225-7371,9122,3753,https://lib.changwon.go.kr/gh,35.256632,128.618549,2024-12-05,5670000,경상남도 창원시
최윤덕도서관,경상남도,창원시,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,463,62145,58,167,5,14,경상남도 창원시 의창구 무동서로 67(북면),경상남도 창원시청,055-225-7991,6363,4468,https://lib.changwon.go.kr/bm,35.3226549,128.5798548,2024-12-05,5670000,경상남도 창원시
상남도서관,경상남도,창원시,공공도서관,월+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,548,182304,125,7352,5,14,경상남도 창원시 성산구 원이대로 810(가음정동),경상남도 창원시청,055-225-7411,11880,3481,https://lib.changwon.go.kr/sn,35.21397009,128.695308,2024-12-05,5670000,경상남도 창원시
성산도서관,경상남도,창원시,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,494,132429,118,5151,5,14,경상남도 창원시 성산구 외리로 47(남산동),경상남도 창원시청,055-225-7401,8162,4944,https://lib.changwon.go.kr/ss,35.20206524,128.707232,2024-12-05,5670000,경상남도 창원시
창원중앙도서관,경상남도,창원시,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,724,331754,222,19637,5,14,경상남도 창원시 의창구 용호로 50 (반송동),경상남도 창원시청,055-225-7331,17382,5497,https://lib.changwon.go.kr/uc,35.23351196,128.6790493,2024-12-05,5670000,경상남도 창원시
보은군립도서관,충청북도,보은군,공공도서관,매주월요일+일요일을 제외한 국가지정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,200,20757,82,411,5,14,충청북도 보은군 뱃들로 68-22,충청북도 보은군청,043-540-3571,1022,2002,lib.boeun.go.kr,36.487564,127.723118,2024-04-30,4420000,충청북도 보은군
꿈담도서관,대구광역시,북구,작은도서관,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,51,6500,0,0,0,0,"대구광역시 북구 매전로4길 32(매천동,한신더휴웨스턴펠리스)",,053-262-2202,,156,,35.90622874,128.5420963,2025-07-31,3450000,대구광역시 북구
꿈꾸는문화예술도서관,대구광역시,북구,작은도서관,일요일,10:00,18:00,10:00,18:00,10:00,15:00,24,8500,12,0,5,14,"대구광역시 북구 구암로16길 7, 상가동 지하(태전동)",,053-325-4088,,99,http://biog.naver.com/dreamingus-8292,35.931228,128.5492663,2025-07-31,3450000,대구광역시 북구
꿈꾸는도서관,대구광역시,북구,작은도서관,일+법정공휴일,14:00,22:00,10:00,20:00,00:00,00:00,40,3000,0,0,0,0,대구광역시 북구 구암로41길 3-9(구암동),,053-312-2043,,99,,35.932032,128.562748,2025-07-31,3450000,대구광역시 북구
꿈꾸는 마을도서관 도토리,대구광역시,북구,공공도서관,첫째주 월요일+일요일+법정공휴일,10:00,19:00,10:00,15:00,00:00,00:00,75,20204,6,352,10,7,대구광역시 북구 구암로 146,행복한마을공동체 북구인,053-327-0645,,264.9,http://m.cafe.daum.net/gbdotory,35.931529,128.556427,2025-07-31,3450000,대구광역시 북구
그나라어린이도서관,대구광역시,북구,작은도서관,월+토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,24,4360,7,0,10,14,"대구광역시 북구 동천로23길 8, 301호(동천동)",,053-311-1324,,139,,35.94222216,128.5597386,2025-07-31,3450000,대구광역시 북구
구수산도서관,대구광역시,북구,공공도서관,"매월 둘째,넷째 월요일, 일요일 제외한 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,642,144983,80,6758,10,15,대구광역시 북구 대천로 21,대구광역시 북구청,053-320-5150,10454,3702,https://library.daegu.go.kr/bukgs/index.do,35.938759,128.5524038,2025-07-31,3450000,대구광역시 북구
경대옆 작은도서관,대구광역시,북구,작은도서관,일+법정공휴일,10:00,16:00,10:00,16:00,00:00,00:00,0,1000,0,0,5,14,"대구광역시 북구 경대로5길 10, 5층(대현동)",,,,163.88,,35.8849074,128.6126164,2025-07-31,3450000,대구광역시 북구
겨자씨도서관,대구광역시,북구,작은도서관,월,09:00,17:00,09:00,17:00,09:00,17:00,80,13259,0,0,5,14,대구광역시 북구 칠곡중앙대로116길 12(읍내동),,053-324-9191,,132.5,,35.946126,128.552407,2025-07-31,3450000,대구광역시 북구
강철 작은도서관,대구광역시,북구,작은도서관,토+일+법정공휴일,11:00,18:00,00:00,00:00,00:00,00:00,25,5790,1,0,5,14,"대구광역시 북구 구리로 183-35, 복지회관 3-67호(국우동)",,053-320-6109,,134,,35.9483171,128.5720967,2025-07-31,3450000,대구광역시 북구
경기화성교육도서관,경기도,화성시,공공도서관,월+국가지정공휴일,09:00,20:00,09:00,17:00,09:00,17:00,491,104606,209,8851,10,14,경기도 화성시 향남읍 발안로 85-10,경기화성교육도서관,031-369-5700,4552,2372,http://lib.goe.go.kr/hs,37.13312953,126.920256,2024-12-01,7531299,경기도교육청 경기화성교육도서관
한국민들레도서관,인천광역시,서구,작은도서관,일+법정공휴일,09:00,18:00,10:00,17:00,00:00,00:00,60,25000,0,950,2,7,"인천광역시 서구 승학로 247, 3층",,032-567-9394,,,,37.54470422,126.6723203,2025-11-14,3560000,인천광역시 서구
푸른숲 작은도서관,인천광역시,서구,작은도서관,토+일+법정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,20,10090,0,4,2,7,인천광역시 서구 서달로49번길 10,,070-8876-5566,,,,37.503068,126.677356,2025-11-14,3560000,인천광역시 서구
푸른샘 어린이도서관,인천광역시,서구,작은도서관,토+일+법정공휴일,11:00,17:00,00:00,00:00,00:00,00:00,16,11029,0,2,2,7,인천광역시 서구 장고개로309번길 4,,032-573-1662,,,,37.49083842,126.6848481,2025-11-14,3560000,인천광역시 서구
푸른 도서관,인천광역시,서구,작은도서관,법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,100,2800,0,2,2,7,"인천광역시 서구 크리스탈로102번길 25, 청라푸르지오 아파트 내",,032-565-5373,,,,37.53508877,126.6371569,2025-11-14,3560000,인천광역시 서구
마을서재 느루,인천광역시,서구,작은도서관,월+법정공휴일,14:00,22:00,14:00,22:00,00:00,00:00,40,6000,0,99,2,7,인천광역시 서구 장고개로 272,,032-576-0106,,,,37.48822247,126.6822368,2025-11-14,3560000,인천광역시 서구
청라 책나누미 CAFE,인천광역시,서구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,30,11614,0,0,0,0,인천광역시 서구 청라커낼로 269,,032-566-4618,,,,37.53263807,126.6441486,2025-11-14,3560000,인천광역시 서구
책노리 도서관,인천광역시,서구,작은도서관,일+법정공휴일,14:00,17:00,11:00,13:00,00:00,00:00,17,2500,3,0,0,0,"인천광역시 서구 청라커낼로 232, 청라엘에이치 관리동",,032-564-6447,,,,37.52771617,126.6482613,2025-11-14,3560000,인천광역시 서구
조은생각 BOOK CAFE,인천광역시,서구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,12,2800,0,0,0,0,인천광역시 서구 검단로 814,,032-566-4016,,,,37.617022,126.6889361,2025-11-14,3560000,인천광역시 서구
정다운 도서관,인천광역시,서구,작은도서관,월+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,20,5324,0,0,0,0,"인천광역시 서구 서곶로314번길 16, 정다운도서관",,032-562-1202,,,,37.54666268,126.6800697,2025-11-14,3560000,인천광역시 서구
자작나무도서관,인천광역시,서구,작은도서관,일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,20,8000,0,2,2,7,"인천광역시 서구 청라루비로 106, 청라하우스토리 아파트 내",,032-569-7764,,,,37.53437221,126.6420888,2025-11-14,3560000,인천광역시 서구
원당 작은 영어도서관,인천광역시,서구,작은도서관,일+법정공휴일,10:30,18:30,10:30,18:30,00:00,00:00,35,10000,0,300,2,7,인천광역시 서구 원당대로840번길 5,,032-566-7717,,,,37.59304899,126.6949082,2025-11-14,3560000,인천광역시 서구
연희주민 문고,인천광역시,서구,작은도서관,토+일+법정공휴일,11:00,17:00,00:00,00:00,00:00,00:00,20,4500,0,0,0,0,인천광역시 서구 심곡로24번길 13,,032-562-2697,,,,37.54103678,126.6721551,2025-11-14,3560000,인천광역시 서구
엑슬루타워 북카페,인천광역시,서구,작은도서관,월+법정공휴일,13:00,19:00,13:00,19:00,00:00,00:00,50,5816,0,2,2,7,"인천광역시 서구 중봉대로586번길 22, 엑슬루타워 관리동",,032-569-9092,,,,37.53080502,126.6513493,2025-11-14,3560000,인천광역시 서구
수정 작은도서관,인천광역시,서구,작은도서관,토+일+법정공휴일,09:00,17:00,00:00,00:00,00:00,00:00,12,6573,0,2,2,7,인천광역시 서구 불로로 64,,032-561-2671,,,,37.61396855,126.6790437,2025-11-14,3560000,인천광역시 서구
서인천월드메르디앙 문고,인천광역시,서구,작은도서관,월+화+수+금+토+일+법정공휴일,16:00,19:00,00:00,00:00,00:00,00:00,12,3994,0,0,0,0,인천광역시 서구 신석로 71,,032-579-8023,,,,37.51162305,126.6687306,2025-11-14,3560000,인천광역시 서구
새일꾼 작은도서관(휴관),인천광역시,서구,작은도서관,휴관,10:00,19:00,00:00,00:00,00:00,00:00,6,1520,0,0,0,0,인천광역시 서구 승학로382번길 6,,032-564-0675,,,,37.55594433,126.6739956,2025-11-14,3560000,인천광역시 서구
사랑의 작은도서관 북카페,인천광역시,서구,작은도서관,토+일+법정공휴일,10:00,16:00,00:00,00:00,00:00,00:00,6,11238,0,2,2,7,인천광역시 서구 승학로 480,,032-718-3519,,,,37.56441978,126.673601,2025-11-14,3560000,인천광역시 서구
민들레작은도서관,인천광역시,서구,작은도서관,월+화+수+목+금+법정공휴일,00:00,00:00,14:00,18:00,00:00,00:00,30,3276,0,3,2,7,"인천광역시 서구 원당대로608번안길 7-1, 새힘성결교회 옆 교육관 2층",,070-7560-9198,,,,37.59146981,126.667843,2025-11-14,3560000,인천광역시 서구
단봉늘봄도서관,인천광역시,서구,공공도서관,월+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,190,40815,35,0,5,14,인천광역시 서구 오동로 25,인천광역시서구시설관리공단,032-251-7410,,,,,,2025-11-14,3560000,인천광역시 서구
신석도서관,인천광역시,서구,공공도서관,월+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,147,69744,30,2725,5,14,인천광역시 서구 염곡로 299,인천광역시서구시설관리공단,032-571-9457,,,,37.511704,126.6681209,2025-11-14,3560000,인천광역시 서구
